inquiry_id,product_id,lang,text,true_theme
Q02517,P0110,en,Can you share the technical spec sheet?,feature
Q02518,P0149,zh,这个产品支持IPX7防水吗?,feature
Q02519,P0446,zh,最低起订量多少才能拿到折扣?,price
Q02520,P0060,en,Can we add our logo on the packaging?,customization
Q02521,P0441,en,Will the order arrive before Chinese New Year?,delivery
Q02522,P0453,zh,大批量采购可以给个更好的价格吗?,price
Q02523,P0474,zh,包装上能加我们的logo吗?,customization
Q02524,P0004,en,Can you offer a better price for bulk orders?,price
Q02525,P0014,zh,可以做自有品牌包装吗?,customization
Q02526,P0129,en,Can you offer a better price for bulk orders?,price
Q02527,P0395,en,What's the warranty period?,feature
Q02528,P0072,en,Does this product support waterproof IPX7?,feature
Q02529,P0219,zh,支持OEM/ODM吗?,customization
Q02530,P0410,zh,春节前能到货吗?,delivery
Q02531,P0443,zh,保修期多久?,feature
Q02532,P0202,zh,"你们竞争对手报价更低,能否匹配?",price
Q02533,P0492,zh,这个产品支持IPX7防水吗?,feature
Q02534,P0448,zh,支持DDP发到美国吗?,delivery
Q02535,P0032,zh,包装上能加我们的logo吗?,customization
Q02536,P0384,zh,500件的话价格能再优惠吗?,price
Q02537,P0207,zh,材料是否不含BPA?,feature
Q02538,P0146,zh,支持DDP发到美国吗?,delivery
Q02539,P0422,zh,保修期多久?,feature
Q02540,P0053,zh,"你们竞争对手报价更低,能否匹配?",price
Q02541,P0027,en,Is the price negotiable for 500 units?,price
Q02542,P0024,zh,"需要定制零售包装,可以做吗?",customization
Q02543,P0350,zh,能发一下技术参数表吗?,feature
Q02544,P0058,zh,颜色可以定制吗?,customization
Q02545,P0474,en,The price seems high compared to similar products.,price
Q02546,P0015,en,Does this product support waterproof IPX7?,feature
Q02547,P0352,en,Is private label packaging available?,customization
Q02548,P0031,en,Is the material BPA-free?,feature
Q02549,P0350,en,Will the order arrive before Chinese New Year?,delivery
Q02550,P0264,en,Is the material BPA-free?,feature
Q02551,P0380,en,What is the minimum order quantity to get a discount?,price
Q02552,P0071,zh,电池容量多少毫安?,feature
Q02553,P0495,en,What is the battery capacity?,feature
Q02554,P0072,zh,材料是否不含BPA?,feature
Q02555,P0183,zh,支持DDP发到美国吗?,delivery
Q02556,P0495,zh,能发一下技术参数表吗?,feature
Q02557,P0200,zh,这个月有促销价吗?,price
Q02558,P0132,zh,能保证12月15号前到货吗?,delivery
Q02559,P0486,zh,可以做自有品牌包装吗?,customization
Q02560,P0225,zh,可以做自有品牌包装吗?,customization
Q02561,P0417,en,Can you change the box design to our brand?,customization
Q02562,P0187,zh,1000件的生产周期多久?,delivery
Q02563,P0211,en,How long is the shipping time to Germany?,delivery
Q02564,P0123,en,Do you support DDP shipping to the US?,delivery
Q02565,P0415,en,Does it come with a CE certification?,feature
Q02566,P0080,zh,首次合作能给9折吗?,price
Q02567,P0321,zh,春节前能到货吗?,delivery
Q02568,P0090,zh,能保证12月15号前到货吗?,delivery
Q02569,P0333,en,Do you support DDP shipping to the US?,delivery
Q02570,P0212,zh,急单能走空运吗?,delivery
Q02571,P0022,en,The price seems high compared to similar products.,price
Q02572,P0384,zh,急单能走空运吗?,delivery
Q02573,P0431,en,What's the lead time for 1000 units?,delivery
Q02574,P0428,en,The price seems high compared to similar products.,price
Q02575,P0132,en,Do you support DDP shipping to the US?,delivery
Q02576,P0327,en,Does it come with a CE certification?,feature
Q02577,P0120,en,What's the lead time for 1000 units?,delivery
Q02578,P0369,en,Can you share the technical spec sheet?,feature
Q02579,P0220,en,How long is the shipping time to Germany?,delivery
Q02580,P0408,en,What's the lead time for 1000 units?,delivery
Q02581,P0291,zh,包装盒能换成我们的品牌设计吗?,customization
Q02582,P0143,zh,发到德国需要多久?,delivery
Q02583,P0133,zh,有CE认证吗?,feature
Q02584,P0212,zh,"需要定制零售包装,可以做吗?",customization
Q02585,P0013,en,Is private label packaging available?,customization
Q02586,P0175,zh,和同类产品相比价格偏高。,price
Q02587,P0140,en,Can you change the box design to our brand?,customization
Q02588,P0363,en,What's the warranty period?,feature
Q02589,P0345,zh,春节前能到货吗?,delivery
Q02590,P0044,en,The price seems high compared to similar products.,price
Q02591,P0213,zh,"需要定制零售包装,可以做吗?",customization
Q02592,P0100,zh,这个月有促销价吗?,price
Q02593,P0147,zh,电池容量多少毫安?,feature
Q02594,P0189,en,Can you guarantee delivery before December 15?,delivery
Q02595,P0423,zh,"需要定制零售包装,可以做吗?",customization
Q02596,P0356,en,Do you support DDP shipping to the US?,delivery
Q02597,P0206,en,Is air freight available for urgent orders?,delivery
Q02598,P0121,zh,这个产品支持IPX7防水吗?,feature
Q02599,P0135,en,Can we add our logo on the packaging?,customization
Q02600,P0177,zh,首次合作能给9折吗?,price
Q02601,P0343,en,Is air freight available for urgent orders?,delivery
Q02602,P0472,en,What is the battery capacity?,feature
Q02603,P0294,en,Any chance of a 10% discount for first-time buyers?,price
Q02604,P0277,en,Does it come with a CE certification?,feature
Q02605,P0329,zh,500件的话价格能再优惠吗?,price
Q02606,P0324,en,Can you change the box design to our brand?,customization
Q02607,P0126,en,Is the material BPA-free?,feature
Q02608,P0395,en,"We need custom retail packaging, is that possible?",customization
Q02609,P0092,zh,这个月有促销价吗?,price
Q02610,P0045,zh,颜色可以定制吗?,customization
Q02611,P0168,zh,材料是否不含BPA?,feature
Q02612,P0370,zh,500件的话价格能再优惠吗?,price
Q02613,P0134,zh,500件的话价格能再优惠吗?,price
Q02614,P0053,zh,这个月有促销价吗?,price
Q02615,P0143,zh,首次合作能给9折吗?,price
Q02616,P0273,zh,最低起订量多少才能拿到折扣?,price
Q02617,P0241,zh,保修期多久?,feature
Q02618,P0098,zh,500件的话价格能再优惠吗?,price
Q02619,P0370,zh,大批量采购可以给个更好的价格吗?,price
Q02620,P0063,en,Does it come with a CE certification?,feature
Q02621,P0232,zh,急单能走空运吗?,delivery
Q02622,P0294,en,The price seems high compared to similar products.,price
Q02623,P0021,en,What's the warranty period?,feature
Q02624,P0270,en,"Your competitor offers $X less, can you match it?",price
Q02625,P0388,zh,大批量采购可以给个更好的价格吗?,price
Q02626,P0136,zh,包装上能加我们的logo吗?,customization
Q02627,P0354,en,The price seems high compared to similar products.,price
Q02628,P0149,en,The price seems high compared to similar products.,price
Q02629,P0329,zh,"你们竞争对手报价更低,能否匹配?",price
Q02630,P0051,zh,支持DDP发到美国吗?,delivery
Q02631,P0327,en,The price seems high compared to similar products.,price
Q02632,P0479,en,Does it come with a CE certification?,feature
Q02633,P0311,en,Do you have any promotional pricing this month?,price
Q02634,P0477,zh,可以做自有品牌包装吗?,customization
Q02635,P0414,zh,首次合作能给9折吗?,price
Q02636,P0492,en,Will the order arrive before Chinese New Year?,delivery
Q02637,P0436,en,"Your competitor offers $X less, can you match it?",price
Q02638,P0442,zh,包装盒能换成我们的品牌设计吗?,customization
Q02639,P0214,zh,500件的话价格能再优惠吗?,price
Q02640,P0406,en,What's the warranty period?,feature
Q02641,P0096,zh,这个产品支持IPX7防水吗?,feature
Q02642,P0002,en,What is the minimum order quantity to get a discount?,price
Q02643,P0278,en,Does this product support waterproof IPX7?,feature
Q02644,P0311,en,What is the minimum order quantity to get a discount?,price
Q02645,P0114,en,The price seems high compared to similar products.,price
Q02646,P0083,zh,首次合作能给9折吗?,price
Q02647,P0256,zh,能保证12月15号前到货吗?,delivery
Q02648,P0466,en,Does it come with a CE certification?,feature
Q02649,P0452,en,Do you support DDP shipping to the US?,delivery
Q02650,P0443,zh,电池容量多少毫安?,feature
Q02651,P0338,zh,和同类产品相比价格偏高。,price
Q02652,P0052,en,Do you support DDP shipping to the US?,delivery
Q02653,P0129,en,Do you support OEM/ODM service?,customization
Q02654,P0080,zh,材料是否不含BPA?,feature
Q02655,P0424,zh,能发一下技术参数表吗?,feature
Q02656,P0318,en,Is the price negotiable for 500 units?,price
Q02657,P0007,zh,这个月有促销价吗?,price
Q02658,P0419,zh,有CE认证吗?,feature
Q02659,P0222,zh,颜色可以定制吗?,customization
Q02660,P0463,zh,支持DDP发到美国吗?,delivery
Q02661,P0100,zh,包装盒能换成我们的品牌设计吗?,customization
Q02662,P0333,zh,"需要定制零售包装,可以做吗?",customization
Q02663,P0472,zh,包装盒能换成我们的品牌设计吗?,customization
Q02664,P0027,zh,"你们竞争对手报价更低,能否匹配?",price
Q02665,P0239,en,"Your competitor offers $X less, can you match it?",price
Q02666,P0279,zh,首次合作能给9折吗?,price
Q02667,P0012,en,Can the color be customized?,customization
Q02668,P0272,zh,材料是否不含BPA?,feature
Q02669,P0293,zh,这个产品支持IPX7防水吗?,feature
Q02670,P0338,zh,包装上能加我们的logo吗?,customization
Q02671,P0120,en,What's the lead time for 1000 units?,delivery
Q02672,P0165,zh,电池容量多少毫安?,feature
Q02673,P0131,en,Can you share the technical spec sheet?,feature
Q02674,P0122,en,Can the color be customized?,customization
Q02675,P0364,en,Will the order arrive before Chinese New Year?,delivery
Q02676,P0295,zh,包装上能加我们的logo吗?,customization
Q02677,P0159,zh,急单能走空运吗?,delivery
Q02678,P0214,zh,和同类产品相比价格偏高。,price
Q02679,P0418,en,Can you guarantee delivery before December 15?,delivery
Q02680,P0420,en,Do you have any promotional pricing this month?,price
Q02681,P0104,zh,急单能走空运吗?,delivery
Q02682,P0274,zh,电池容量多少毫安?,feature
Q02683,P0375,en,Is the material BPA-free?,feature
Q02684,P0467,zh,包装盒能换成我们的品牌设计吗?,customization
Q02685,P0152,zh,材料是否不含BPA?,feature
Q02686,P0323,zh,这个产品支持IPX7防水吗?,feature
Q02687,P0377,zh,这个月有促销价吗?,price
Q02688,P0063,en,Can we add our logo on the packaging?,customization
Q02689,P0490,en,Can you guarantee delivery before December 15?,delivery
Q02690,P0113,zh,春节前能到货吗?,delivery
Q02691,P0244,zh,发到德国需要多久?,delivery
Q02692,P0489,en,"Your competitor offers $X less, can you match it?",price
Q02693,P0307,en,Can you change the box design to our brand?,customization
Q02694,P0062,zh,和同类产品相比价格偏高。,price
Q02695,P0086,zh,电池容量多少毫安?,feature
Q02696,P0169,en,How long is the shipping time to Germany?,delivery
Q02697,P0495,en,Any chance of a 10% discount for first-time buyers?,price
Q02698,P0038,zh,"你们竞争对手报价更低,能否匹配?",price
Q02699,P0465,en,Can you guarantee delivery before December 15?,delivery
Q02700,P0374,en,"Your competitor offers $X less, can you match it?",price
Q02701,P0013,zh,材料是否不含BPA?,feature
Q02702,P0300,zh,最低起订量多少才能拿到折扣?,price
Q02703,P0130,en,Can you share the technical spec sheet?,feature
Q02704,P0063,zh,"需要定制零售包装,可以做吗?",customization
Q02705,P0166,zh,包装盒能换成我们的品牌设计吗?,customization
Q02706,P0188,zh,支持DDP发到美国吗?,delivery
Q02707,P0097,zh,保修期多久?,feature
Q02708,P0209,en,Can the color be customized?,customization
Q02709,P0220,zh,保修期多久?,feature
Q02710,P0400,zh,这个产品支持IPX7防水吗?,feature
Q02711,P0209,en,Does this product support waterproof IPX7?,feature
Q02712,P0384,en,Is the material BPA-free?,feature
Q02713,P0129,en,Is the price negotiable for 500 units?,price
Q02714,P0302,en,The price seems high compared to similar products.,price
Q02715,P0103,en,What's the warranty period?,feature
Q02716,P0256,en,Can you share the technical spec sheet?,feature
Q02717,P0442,zh,1000件的生产周期多久?,delivery
Q02718,P0435,zh,电池容量多少毫安?,feature
Q02719,P0172,en,What is the minimum order quantity to get a discount?,price
Q02720,P0116,zh,能保证12月15号前到货吗?,delivery
Q02721,P0336,en,Is the price negotiable for 500 units?,price
Q02722,P0101,zh,保修期多久?,feature
Q02723,P0345,zh,急单能走空运吗?,delivery
Q02724,P0037,zh,电池容量多少毫安?,feature
Q02725,P0285,zh,支持OEM/ODM吗?,customization
Q02726,P0127,en,Will the order arrive before Chinese New Year?,delivery
Q02727,P0016,zh,电池容量多少毫安?,feature
Q02728,P0186,zh,春节前能到货吗?,delivery
Q02729,P0400,zh,支持DDP发到美国吗?,delivery
Q02730,P0056,zh,这个产品支持IPX7防水吗?,feature
Q02731,P0259,zh,包装上能加我们的logo吗?,customization
Q02732,P0223,en,Is the material BPA-free?,feature
Q02733,P0490,en,What is the minimum order quantity to get a discount?,price
Q02734,P0150,zh,首次合作能给9折吗?,price
Q02735,P0167,en,Is air freight available for urgent orders?,delivery
Q02736,P0214,zh,有CE认证吗?,feature
Q02737,P0303,zh,包装盒能换成我们的品牌设计吗?,customization
Q02738,P0425,en,The price seems high compared to similar products.,price
Q02739,P0405,en,Does it come with a CE certification?,feature
Q02740,P0163,zh,500件的话价格能再优惠吗?,price
Q02741,P0068,en,Can the color be customized?,customization
Q02742,P0474,en,Does this product support waterproof IPX7?,feature
Q02743,P0104,en,Can you share the technical spec sheet?,feature
Q02744,P0446,zh,"需要定制零售包装,可以做吗?",customization
Q02745,P0260,zh,500件的话价格能再优惠吗?,price
Q02746,P0029,en,What's the warranty period?,feature
Q02747,P0182,zh,支持OEM/ODM吗?,customization
Q02748,P0077,en,Can the color be customized?,customization
Q02749,P0026,en,Can you offer a better price for bulk orders?,price
Q02750,P0365,en,Is air freight available for urgent orders?,delivery
Q02751,P0100,zh,有CE认证吗?,feature
Q02752,P0379,en,Can you share the technical spec sheet?,feature
Q02753,P0041,en,Does this product support waterproof IPX7?,feature
Q02754,P0332,zh,保修期多久?,feature
Q02755,P0097,zh,"需要定制零售包装,可以做吗?",customization
Q02756,P0243,en,What's the warranty period?,feature
Q02757,P0363,zh,和同类产品相比价格偏高。,price
Q02758,P0211,en,The price seems high compared to similar products.,price
